left_length,right_length,left_angle,right_angle,width,height,Gx,Gy
60.0,0.0,90.0,45.0,4.24000705,5.28000505,-0.4535416128606986,2.4999309629653816
0.0,120.0,45.0,0.0,7.6600261000000005,3.5399997,-1.5699876414780107,1.6299132828907736
120.0,120.0,45.0,90.0,5.46001445,6.545019600000002,1.211567907283845,3.943775152730409
120.0,60.0,45.0,45.0,6.9250045,4.064999500000001,0.7403824646085234,2.2158928910056046
60.0,120.0,90.0,0.0,5.700008,5.000011300000001,-1.049183195299852,1.9855396351118535
120.0,60.0,45.0,90.0,7.03002775,5.6599985,0.5463749325410913,2.939833207231081
120.0,60.0,90.0,0.0,5.240016,5.0750056,-0.8776338011517029,2.076168835687262
120.0,120.0,90.0,0.0,6.605001,5.780012,-0.07881911954733281,2.4511871527753395
120.0,120.0,0.0,0.0,11.700081,1.73000165,-0.12696020917191736,0.8544320954360995
60.0,60.0,90.0,45.0,4.4749995,5.5150205,-0.3896653851013556,2.21044774850596
120.0,60.0,90.0,45.0,5.789999,6.9150145,-0.43878697639081043,3.2074770968308215
120.0,120.0,45.0,45.0,10.055042499999999,5.880007000000001,-0.1667669245360928,3.042662186909505
60.0,120.0,90.0,90.0,2.54000105,7.4800295000000006,-0.10049894745654903,3.7283380156233434
120.0,60.0,45.0,0.0,6.565002,4.1799995,0.43443352662100304,2.035515664601654
60.0,60.0,90.0,90.0,2.675001,6.344998499999999,0.030503154965889793,3.1573463688712593
0.0,120.0,45.0,45.0,4.6700095,5.1599985,-1.0524502869878287,3.1995104192810455
60.0,120.0,45.0,0.0,6.870028550000001,3.1899999,-1.6621752838710622,1.2135570395027504
0.0,60.0,45.0,45.0,4.5549992,3.2199999999999998,-0.25156571664696137,1.6909328972502193
60.0,60.0,45.0,45.0,4.7550025,4.644998500000001,-0.3462915462905703,2.347999688531586
120.0,0.0,90.0,45.0,5.3499982500000005,5.0849985,-0.46710022300625154,2.4098990483640264
0.0,0.0,45.0,45.0,4.274998999999999,2.590001,-0.03908539093628382,1.3540635607551386
120.0,60.0,0.0,0.0,8.6700245,1.91500145,0.5975067893280014,0.9515377314039173
120.0,120.0,45.0,0.0,11.1400675,5.409998,0.2307644872211851,2.435429179202914
60.0,60.0,90.0,0.0,5.19500633,3.8099999999999996,-0.7873828563850324,1.7166757515803182
60.0,0.0,0.0,45.0,4.454999,2.2750011,1.0158829555329496,1.1362481808035578
60.0,60.0,0.0,45.0,6.3249975,4.13,-0.3840499813185582,1.81129194493394
0.0,60.0,45.0,90.0,4.24000705,5.28000505,0.45354161286069855,2.4999309629653816
120.0,0.0,0.0,45.0,7.6600261000000005,3.5399997,1.5699876414780112,1.629913282890774
120.0,120.0,90.0,45.0,5.46001445,6.545019600000002,-1.211567907283845,3.943775152730409
60.0,120.0,45.0,45.0,6.9250045,4.064999500000001,-0.7403824646085233,2.2158928910056046
120.0,60.0,0.0,90.0,5.700008,5.000011300000001,1.0491831952998523,1.985539635111853
60.0,120.0,90.0,45.0,7.03002775,5.6599985,-0.5463749325410912,2.9398332072310804
60.0,120.0,0.0,90.0,5.240016,5.0750056,0.8776338011517029,2.076168835687262
120.0,120.0,0.0,90.0,6.605001,5.780012,0.07881911954733288,2.4511871527753395
60.0,60.0,45.0,90.0,4.4749995,5.5150205,0.3896653851013556,2.2104477485059606
60.0,120.0,45.0,90.0,5.789999,6.9150145,0.4387869763908104,3.2074770968308215
120.0,60.0,90.0,90.0,2.54000105,7.4800295000000006,0.10049894745654905,3.7283380156233434
60.0,120.0,0.0,45.0,6.565002,4.1799995,-0.43443352662100315,2.0355156646016535
120.0,0.0,45.0,45.0,4.6700095,5.1599985,1.0524502869878287,3.199510419281045
120.0,60.0,0.0,45.0,6.870028550000001,3.1899999,1.6621752838710622,1.2135570395027504
60.0,0.0,45.0,45.0,4.5549992,3.2199999999999998,0.25156571664696137,1.6909328972502193
0.0,120.0,45.0,90.0,5.3499982500000005,5.0849985,0.46710022300625154,2.4098990483640264
60.0,120.0,0.0,0.0,8.6700245,1.91500145,-0.5975067893280014,0.9515377314039173
120.0,120.0,0.0,45.0,11.1400675,5.409998,-0.23076448722118517,2.435429179202914
60.0,60.0,0.0,90.0,5.19500633,3.8099999999999996,0.7873828563850322,1.7166757515803182
60.0,60.0,90.0,0.0,4.5299986500000005,4.6749985,0.25717469046309865,2.030402723127519
0.0,120.0,45.0,45.0,7.910012500000001,4.309999,0.7430985197339067,1.9909510611622478
120.0,120.0,45.0,45.0,8.785048,5.179998000000001,0.9965637249177333,2.467997610478132
60.0,120.0,45.0,0.0,9.295061,2.69000095,0.864784327478731,1.0796542819741541
120.0,120.0,45.0,0.0,6.715028,4.499999,0.9803527557886347,2.3583009474426895
0.0,60.0,45.0,45.0,6.060030500000002,4.135,-1.180641588636631,1.5641383173787726
0.0,0.0,45.0,45.0,4.7549985,3.765,0.773528990905428,1.6520980431528778
120.0,0.0,90.0,45.0,2.1400012999999998,5.880005000000001,0.1393699140857987,2.9515765700348804
120.0,60.0,0.0,0.0,9.565060500000001,1.8900012999999996,1.5921205496507738,0.8885871538804933
60.0,120.0,90.0,0.0,6.1749975,5.1299985,-0.13372719917829337,1.9082101294594362
60.0,60.0,90.0,45.0,2.9750005,6.685024500000002,-0.07396597182271474,3.01196270406236
60.0,60.0,0.0,0.0,12.020088000000003,1.89500145,-0.0496467520217308,0.8514481989437066
120.0,120.0,90.0,0.0,6.270007,6.4300225,-0.2142490354683189,2.484645881183994
120.0,120.0,45.0,90.0,4.4900123,4.919999,1.4450808541330322,2.4088363589951
120.0,60.0,45.0,0.0,9.125021499999999,4.1199995000000005,0.6532208952806983,1.9790885420767752
120.0,60.0,90.0,0.0,4.609999,6.575025999999999,0.10652667642615908,2.787540026813117
120.0,120.0,0.0,0.0,11.430077,2.07000135,0.9757927093616715,0.9965716317597992
60.0,60.0,45.0,45.0,7.085004,5.199998,0.697535318042931,2.4305566540873427
120.0,120.0,90.0,90.0,1.47000195,7.1850190000000005,0.01511514662486411,3.585035263699781
60.0,0.0,90.0,45.0,2.065001,7.3250340000000005,0.08385649975928336,3.232706269252139
120.0,60.0,45.0,45.0,7.1500015,4.835002,0.551760136241838,2.204579888334747
120.0,60.0,45.0,90.0,7.635047500000001,2.77000105,2.3350070133487955,1.2932381882263069
60.0,120.0,90.0,90.0,1.69500175,6.5250135,0.01887446949017561,3.2423346211193884
0.0,120.0,45.0,0.0,10.210046000000002,2.15500105,0.32516148647054016,0.9308549442378146
0.0,60.0,45.0,0.0,7.575045000000001,3.395,-1.937568706179282,1.2445891152918729
120.0,60.0,90.0,45.0,3.5150004999999998,6.2900005,-0.11060211336552322,3.5370475147101264
60.0,60.0,45.0,0.0,8.240013,2.97000065,0.6118086195568021,1.3842573910315898
60.0,60.0,90.0,90.0,2.0200009999999997,7.0500134999999995,0.014653633742868483,3.5368133519636036
60.0,60.0,0.0,90.0,4.5299986500000005,4.6749985,-0.25717469046309865,2.030402723127519
120.0,0.0,45.0,45.0,7.910012500000001,4.309999,-0.7430985197339068,1.9909510611622478
120.0,60.0,0.0,45.0,9.295061,2.69000095,-0.8647843274787308,1.0796542819741541
120.0,120.0,0.0,45.0,6.715028,4.499999,-0.9803527557886346,2.3583009474426895
60.0,0.0,45.0,45.0,6.060030500000002,4.135,1.180641588636631,1.5641383173787728
0.0,120.0,45.0,90.0,2.1400012999999998,5.880005000000001,-0.13936991408579869,2.9515765700348817
60.0,120.0,0.0,0.0,9.565060500000001,1.8900012999999996,-1.592120549650774,0.8885871538804933
120.0,60.0,0.0,90.0,6.1749975,5.1299985,0.1337271991782934,1.9082101294594362
60.0,60.0,45.0,90.0,2.9750005,6.685024500000002,0.07396597182271474,3.01196270406236
120.0,120.0,0.0,90.0,6.270007,6.4300225,0.21424903546831883,2.4846458811839933
120.0,120.0,90.0,45.0,4.4900123,4.919999,-1.445080854133032,2.4088363589951
60.0,120.0,0.0,45.0,9.125021499999999,4.1199995000000005,-0.6532208952806982,1.979088542076775
60.0,120.0,0.0,90.0,4.609999,6.575025999999999,-0.10652667642615908,2.7875400268131165
0.0,60.0,45.0,90.0,2.065001,7.3250340000000005,-0.08385649975928333,3.232706269252139
60.0,120.0,45.0,45.0,7.1500015,4.835002,-0.551760136241838,2.2045798883347465
60.0,120.0,90.0,45.0,7.635047500000001,2.77000105,-2.335007013348795,1.2932381882263069
120.0,60.0,90.0,90.0,1.69500175,6.5250135,-0.01887446949017563,3.242334621119389
120.0,0.0,0.0,45.0,10.210046000000002,2.15500105,-0.32516148647054016,0.9308549442378146
60.0,0.0,0.0,45.0,7.575045000000001,3.395,1.937568706179282,1.2445891152918729
60.0,120.0,45.0,90.0,3.5150004999999998,6.2900005,0.1106021133655232,3.537047514710125
60.0,60.0,0.0,45.0,8.240013,2.97000065,-0.6118086195568021,1.3842573910315898
60.0,120.0,90.0,90.0,2.545001,3.8149995000000003,-0.15171548812450697,1.912804696613972
120.0,120.0,0.0,0.0,6.499999000000001,2.04500155,0.5530154859620643,0.7868184998086628
60.0,60.0,45.0,45.0,4.1349995,3.0000005000000005,0.16688456630011073,1.2972511479313344
120.0,120.0,45.0,0.0,4.9899985000000004,3.395,0.6444236775333417,1.2772003127137088
60.0,60.0,90.0,0.0,3.3649999999999998,2.8650005,-0.5415087411932995,1.257877326048743
0.0,60.0,45.0,0.0,4.0599995,2.08000135,-0.10479330275872277,0.870803096525282
60.0,60.0,45.0,0.0,3.255,3.32000025,0.37994677046956765,1.6044252869741265
120.0,0.0,90.0,45.0,1.9150012999999997,3.815,-0.05692603345282683,1.843137803515609
60.0,0.0,90.0,45.0,2.2300009999999997,3.2,-0.022056472198334523,1.5467881099285892
120.0,120.0,45.0,45.0,4.249999,3.1500005,-0.004925087655229952,1.339530966937413
120.0,120.0,90.0,90.0,1.6250018000000002,4.6550055,0.01180378441237055,2.4696229146982196
0.0,120.0,45.0,0.0,3.855,1.76000135,-0.11257728051103404,0.8050271634188579
120.0,60.0,45.0,0.0,3.865,3.8099995,0.45618071891289913,1.6797933232737212
120.0,60.0,45.0,45.0,4.889999,3.2750005,0.2626251715312344,1.2295923980114047
120.0,120.0,90.0,0.0,4.6250005000000005,3.8649995,-0.5516291774532879,1.6243900593172307
120.0,120.0,45.0,90.0,4.324999,4.1199995000000005,0.8057325849008191,1.6007904552134875
60.0,120.0,45.0,0.0,4.7249989999999995,2.8750009999999997,-0.1339444160853899,1.2402024735501898
120.0,60.0,0.0,0.0,5.104998500000001,1.6350018,0.3290447176687874,0.740260932153873
60.0,60.0,90.0,90.0,1.76000165,4.8900005,-0.013114286637972709,2.5438667969791897
0.0,60.0,45.0,45.0,4.2849995,2.500001,-0.4866198724634208,1.0378505755805545
120.0,60.0,90.0,45.0,3.7149997500000005,3.7350000000000003,-0.2831840340566679,1.6178668724780105
0.0,0.0,45.0,45.0,2.505001,2.36500135,0.014644009380686007,1.1749455293185362
60.0,60.0,0.0,0.0,4.594999,1.8650015,-0.08048209334795067,0.727265038498013
120.0,60.0,45.0,90.0,4.524999,5.1600019999999995,0.16488416098835185,2.2336151502394967
60.0,60.0,90.0,45.0,4.0149995,3.79,-0.2056906118533999,1.6010434700204323
60.0,120.0,90.0,0.0,5.009998,3.075,-0.5945305464504069,1.2553446387635587
0.0,120.0,45.0,45.0,4.669999000000001,2.95500075,-0.5750884890234602,1.3154047073471458
120.0,60.0,90.0,0.0,4.039999,4.449999,0.09580155481774574,1.888196724602568
120.0,60.0,90.0,90.0,2.545001,3.8149995000000003,0.15171548812450694,1.9128046966139718
120.0,120.0,0.0,45.0,4.9899985000000004,3.395,-0.6444236775333417,1.277200312713709
60.0,60.0,0.0,90.0,3.3649999999999998,2.8650005,0.5415087411932995,1.257877326048743
60.0,0.0,0.0,45.0,4.0599995,2.08000135,0.10479330275872277,0.870803096525282
60.0,60.0,0.0,45.0,3.255,3.32000025,-0.37994677046956776,1.6044252869741267
0.0,120.0,45.0,90.0,1.9150012999999997,3.815,0.05692603345282686,1.843137803515609
0.0,60.0,45.0,90.0,2.2300009999999997,3.2,0.022056472198334523,1.5467881099285892
120.0,0.0,0.0,45.0,3.855,1.76000135,0.11257728051103402,0.8050271634188578
60.0,120.0,0.0,45.0,3.865,3.8099995,-0.4561807189128992,1.6797933232737212
60.0,120.0,45.0,45.0,4.889999,3.2750005,-0.2626251715312344,1.2295923980114047
120.0,120.0,0.0,90.0,4.6250005000000005,3.8649995,0.551629177453288,1.6243900593172307
120.0,120.0,90.0,45.0,4.324999,4.1199995000000005,-0.8057325849008191,1.6007904552134873
120.0,60.0,0.0,45.0,4.7249989999999995,2.8750009999999997,0.1339444160853899,1.2402024735501898
60.0,120.0,0.0,0.0,5.104998500000001,1.6350018,-0.32904471766878735,0.740260932153873
60.0,0.0,45.0,45.0,4.2849995,2.500001,0.4866198724634208,1.0378505755805543
60.0,120.0,45.0,90.0,3.7149997500000005,3.7350000000000003,0.28318403405666787,1.61786687247801
60.0,120.0,90.0,45.0,4.524999,5.1600019999999995,-0.16488416098835185,2.233615150239497
60.0,60.0,45.0,90.0,4.0149995,3.79,0.20569061185339993,1.6010434700204323
120.0,60.0,0.0,90.0,5.009998,3.075,0.5945305464504068,1.2553446387635587
120.0,0.0,45.0,45.0,4.669999000000001,2.95500075,0.57508848902346,1.3154047073471455
60.0,120.0,0.0,90.0,4.039999,4.449999,-0.09580155481774573,1.8881967246025677
