start,,,,,,,,
0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00
0.32,0.32,0.32,0.32,0.32,0.32,0.00,0.00,0.00
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00
0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32
0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
0.32,0.32,0.32,0.16,0.16,0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.32,0.32,0.32,0.16,0.16,0.16
0.16,0.16,0.16,0.16,0.16,0.16,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32
0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00
0.32,0.32,0.32,0.32,0.32,0.32,0.00,0.00,0.00
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00
0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32
0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
0.32,0.32,0.32,0.16,0.16,0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.32,0.32,0.32,0.16,0.16,0.16
0.16,0.16,0.16,0.16,0.16,0.16,0.32,0.32,0.32
0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32
0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
