,p1,p2,p3,hd,wd,hu,wu
10,135,90,45,145.0002,600,300,600
9,135,45,45,2.5,605,300,814.9998
15,180,90,0,250.0001,799.9998,300,600
14,180,180,90,172.5001,275.0003,300,600
2,45,45,45,227.5001,615,252.5001,292.5003
1,0,0,0,142.4999,600,30.00022,445.0002
7,90,45,0,217.5001,662.4999,374.9999,382.5002
8,90,90,0,497.4998,290.0003,300,300.0003
,p1,p2,p3,hd,wd,hu,wu
3,90,90,90,307.4998,270.0003,165.0001,370.0002
5,180,180,180,300,317.5003,409.9999,232.5004
