,p1,p2,p3,hd,wd,hu,wu
12,180,90,90,97.49998,92.50001,154.9999,229.9999
1,0,0,0,182.4999,72.50003,67.5,57.50003
15,180,90,0,122.4999,167.4999,77.49999,202.4999
7,90,45,0,112.5,75.00003,149.9999,214.9999
9,135,45,45,94.99998,50.00003,164.9999,224.9999
10,135,90,45,60.00001,92.50002,169.9999,279.9998
14,180,180,90,97.49998,70.00003,147.4999,217.4999
13,180,135,90,24.99999,65.00004,174.9999,217.4999
