,p1,p2,p3,hd,wd,hu,wu
5,180,180,180,45.00023,177.5004,260.0001,302.5003
2,45,45,45,177.5001,130.0005,180.0001,135.0005
8,90,90,0,137.5002,212.5004,162.5001,325.0003
6,90,0,0,97.50021,165.0004,242.5001,125.0005
11,135,135,45,130.0002,390.0002,172.5001,385.0002
3,90,90,90,162.5001,75.00053,182.5001,360.0002
4,135,135,135,97.50021,120.0005,250.0001,372.5002
