,p1,p2,p3,hd,wd,hu,wu
9,135,45,45,170.0001,127.5005,130.0002,127.5005
12,180,90,90,132.5002,137.5005,132.5002,160.0004
10,135,90,45,170.0001,392.5002,172.5001,392.5002
14,180,180,90,132.5002,247.5004,205.0001,347.5003
7,90,45,0,102.5002,205.0004,250.0001,137.5005
1,0,0,0,180.0001,77.50052,182.5001,77.50052
15,180,90,0,90.00021,197.5004,222.5001,55.00053
13,180,135,90,142.5002,327.5003,157.5002,335.0003
