,p1,p2,p3,hd,wd,hu,wu
5,180,180,180,132.5,359.9998,65.00001,332.4998
2,45,45,45,257.4998,65.00004,50,70.00003
3,90,90,90,94.99998,152.5,65.00001,150
6,90,0,0,144.9999,67.50003,82.49998,194.9999
11,135,135,45,120,274.9998,62.50001,319.9998
8,90,90,0,120,100,115,187.4999
4,135,135,135,89.99998,67.50003,134.9999,179.9999
