,p1,p2,p3,hd,wd,hu,wu
7,90,45,0,212.4999,100,50,100
14,180,180,90,169.9999,95.00002,107.5,174.9999
4,135,135,135,224.9999,100,50,100
11,135,135,45,97.49998,209.9999,2.5,100
2,45,45,45,89.99998,160,7.499996,100
10,135,90,45,50,259.9999,79.99999,257.4999
6,90,0,0,204.9999,70.00003,50,70.00003
3,90,90,90,177.4999,100,89.99998,207.4999
13,180,135,90,249.9998,192.4999,50,194.9999
1,0,0,0,92.49998,55.00003,50,52.50003
12,180,90,90,227.4999,92.50001,87.49998,130
