Start,,,,,,,,,,
0.04,0.04,0.04,0.04999999,,,,,,,
0.04,0.04,0.04,0.2349999,0.2499999,0.2499999,,,,,
0.2949999,0.2949999,0.2949999,0.2949999,,,,,,,
0.2949999,0.2949999,0.2949999,0.2949999,0.2949999,0.2949999,0.2949999,0.2949999,,,
0.2699999,0.2599999,0.2649999,0.2649999,0.2599999,,,,,,
0.2099999,0.2099999,0.2099999,0.2099999,0.2099999,0.2099999,,,,,
0.2399999,0.2399999,0.2399999,0.2399999,0.2399999,0.2399999,0.2399999,,,,
0.2499999,0.2499999,0.2499999,0.2499999,,,,,,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,
0.3599998,0.3599998,0.3599998,0.3599998,0.3599998,0.3599998,0.3599998,0.3599998,0.3599998,,
0.2099999,0.2099999,0.2099999,0.2099999,0.2099999,0.3249998,0.3899998,,,,
0.3399998,0.3399998,0.3399998,0.3399998,0.3399998,0.3399998,0.3399998,0.3399998,0.3399998,,
0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,0.3949998,0.4049998,0.4349997,,
0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998,0.3499998
0.2649999,0.2499999,0.2499999,0.2499999,0.2599999,0.2299999,0.2399999,0.2449999,0.2549999,,
0.2149999,0.2149999,0.2149999,0.2149999,0.2149999,0.2149999,0.2149999,0.2149999,0.2149999,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,,
0.3149998,0.2349999,0.19,0.09500001,0.045,,,,,,
0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,,,
0.2849999,0.2849999,0.2849999,0.2849999,0.2849999,0.2849999,0.2849999,,,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,,
0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,,,
0.4349997,0.4199997,0.4249997,0.4499997,0.4199997,,,,,,
0.3799998,0.3799998,0.3799998,0.3799998,0.3799998,0.3799998,0.3799998,0.3799998,0.3599998,,
0.2999999,0.2999999,0.2999999,0.2999999,0.2999999,0.2999999,0.2999999,0.2999999,0.2999999,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,,
0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,
0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,,,
0.3449998,0.3449998,0.3449998,0.3449998,0.3449998,0.3449998,0.3449998,0.3449998,0.3449998,,
0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,,,
0.2749999,0.3249998,0.2999999,0.3049999,0.3199998,0.2999999,0.3149998,0.3099999,0.3399998,0.3249998,
0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,0.2349999,,,
0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,0.2599999,,,
0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,0.2649999,,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2249999,0.2249999,0.2249999,,,,
0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,0.2449999,,,
0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,0.2699999,,,
